matrix_id,market,location_name,location_slug,location_url,location_type,parent_location,source_cluster,location_launch_tier,location_index_status,location_priority_tags,location_service_matrix,location_commercial_matrix,location_validation_status,service_id,service_name,service_slug,service_type,service_family,service_launch_tier,service_source_status,service_matrix_rule,market_service_status,relationship_scope,matrix_status,index_recommendation,recommended_phase,canonical_url,matrix_reason
st-louis-mo::berkeley::svc-commercial-grease-sludge-removal,st-louis-mo,Berkeley,berkeley,/st-louis-mo/berkeley/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-commercial-grease-sludge-removal,Commercial Grease & Sludge Removal,grease-sludge-removal,commercial_service,cleaning,phase_2_candidate,existing_hydro_jetting_use_case_promoted_to_specialization,selective,supported_by_current_hydro_jetting_capability,commercial,selective_low_commercial_fit,selective_candidate,selective,/st-louis-mo/berkeley/commercial/grease-sludge-removal/,"Commercial relationship retained, but the location lacks a strong commercial-priority signal."
st-louis-mo::beverly-hills-mo::svc-sewer-camera-inspection,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-sewer-camera-inspection,Sewer Camera Inspection,sewer-camera-inspection,core_service,inspection_diagnostics,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/sewer-camera-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-sewer-cleaning,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-sewer-cleaning,Sewer Cleaning,sewer-cleaning,core_service,cleaning,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/sewer-cleaning/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-hydro-jetting,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-hydro-jetting,Hydro Jetting,hydro-jetting,core_service,cleaning,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/hydro-jetting/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-sewer-cleaning-camera-inspection,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-sewer-cleaning-camera-inspection,Sewer Cleaning & Camera Inspection,sewer-cleaning-camera-inspection,core_service,inspection_diagnostics,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/sewer-cleaning-camera-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-sewer-line-locating,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-sewer-line-locating,Sewer Line Locating,sewer-line-locating,core_service,locating,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/sewer-line-locating/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-drain-cleaning,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-drain-cleaning,Drain Cleaning,drain-cleaning,core_service,cleaning,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/drain-cleaning/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-pre-purchase-sewer-inspection,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-pre-purchase-sewer-inspection,Pre-Purchase Sewer Inspection,pre-purchase-sewer-inspection,derived_service,inspection_diagnostics,launch,existing_use_case_promoted_to_standalone_page,full_on_residential_real_estate_locations,supported_by_existing_camera_service,derived_high_intent,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/pre-purchase-sewer-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-recurring-sewer-backup-diagnosis,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-recurring-sewer-backup-diagnosis,Recurring Sewer Backup Diagnosis,recurring-sewer-backup-diagnosis,derived_service,inspection_diagnostics,launch_candidate,existing_use_case_promoted_to_standalone_page,full_on_residential_property_management_locations,supported_by_existing_combined_service,derived_high_intent,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/recurring-sewer-backup-diagnosis/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-preventative-sewer-maintenance,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-preventative-sewer-maintenance,Preventative Sewer Maintenance,preventative-sewer-maintenance,derived_service,maintenance,launch_candidate,existing_maintenance_use_case_promoted_to_standalone_page,selective,supported_by_existing_cleaning_and_hydro_jetting,derived_high_intent,selective_candidate,selective_candidate,selective,/st-louis-mo/beverly-hills-mo/preventative-sewer-maintenance/,Service registry marks this derived service for selective rather than automatic full-matrix expansion.
st-louis-mo::beverly-hills-mo::svc-independent-sewer-second-opinion,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-independent-sewer-second-opinion,Independent Sewer Inspection / Second Opinion,independent-sewer-inspection-second-opinion,derived_service,inspection_diagnostics,phase_2_candidate,existing_brand_differentiator_promoted_to_standalone_page,selective,supported_by_existing_brand_positioning,derived_high_intent,selective_candidate,selective_candidate,selective,/st-louis-mo/beverly-hills-mo/independent-sewer-inspection-second-opinion/,Service registry marks this derived service for selective rather than automatic full-matrix expansion.
st-louis-mo::beverly-hills-mo::svc-stl-sewer-lateral-inspection-reporting,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-stl-sewer-lateral-inspection-reporting,Sewer Lateral Inspection & Municipal Reporting,sewer-lateral-inspection-reporting,market_specific_service,inspection_diagnostics,launch,market_specific_existing_capability,selective_st_louis_only,confirmed_market_specific_capability,market_specific,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/sewer-lateral-inspection-reporting/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-commercial-sewer-camera-inspection,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-commercial-sewer-camera-inspection,Commercial Sewer Camera Inspection,sewer-camera-inspection,commercial_service,inspection_diagnostics,launch,commercial_expansion_from_confirmed_core_capability,full_on_commercial_eligible_locations,capability_confirmed_commercial_packaging_requires_validation,commercial,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/commercial/sewer-camera-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-commercial-sewer-cleaning,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-commercial-sewer-cleaning,Commercial Sewer Cleaning,sewer-cleaning,commercial_service,cleaning,launch,commercial_expansion_from_confirmed_core_capability,full_on_commercial_eligible_locations,capability_confirmed_commercial_packaging_requires_validation,commercial,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/commercial/sewer-cleaning/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-commercial-hydro-jetting,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-commercial-hydro-jetting,Commercial Hydro Jetting,hydro-jetting,commercial_service,cleaning,launch,explicit_existing_commercial_use_case,full_on_commercial_eligible_locations,supported_by_current_hydro_jetting_page,commercial,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/commercial/hydro-jetting/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-commercial-drain-cleaning,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-commercial-drain-cleaning,Commercial Drain Cleaning,drain-cleaning,commercial_service,cleaning,launch,commercial_expansion_from_confirmed_core_capability,full_on_commercial_eligible_locations,capability_confirmed_commercial_packaging_requires_validation,commercial,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/commercial/drain-cleaning/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-commercial-sewer-line-locating,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-commercial-sewer-line-locating,Commercial Sewer Line Locating,sewer-line-locating,commercial_service,locating,phase_2_candidate,commercial_expansion_from_confirmed_core_capability,selective,capability_confirmed_commercial_packaging_requires_validation,commercial,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/commercial/sewer-line-locating/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-commercial-preventative-maintenance,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-commercial-preventative-maintenance,Commercial Preventative Sewer & Drain Maintenance,preventative-maintenance,commercial_service,maintenance,launch,explicit_existing_commercial_maintenance_use_case,full_on_commercial_eligible_locations,supported_by_current_hydro_jetting_positioning,commercial,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/commercial/preventative-maintenance/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::beverly-hills-mo::svc-commercial-grease-sludge-removal,st-louis-mo,Beverly Hills Mo,beverly-hills-mo,/st-louis-mo/beverly-hills-mo/,municipality_or_community,,North County,2,phase_2_candidate,"residential, property_management, commercial",selective,selective,candidate_from_source_research,svc-commercial-grease-sludge-removal,Commercial Grease & Sludge Removal,grease-sludge-removal,commercial_service,cleaning,phase_2_candidate,existing_hydro_jetting_use_case_promoted_to_specialization,selective,supported_by_current_hydro_jetting_capability,commercial,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/beverly-hills-mo/commercial/grease-sludge-removal/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-sewer-camera-inspection,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-sewer-camera-inspection,Sewer Camera Inspection,sewer-camera-inspection,core_service,inspection_diagnostics,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/breckenridge-hills/sewer-camera-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-sewer-cleaning,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-sewer-cleaning,Sewer Cleaning,sewer-cleaning,core_service,cleaning,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/breckenridge-hills/sewer-cleaning/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-hydro-jetting,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-hydro-jetting,Hydro Jetting,hydro-jetting,core_service,cleaning,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/breckenridge-hills/hydro-jetting/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-sewer-cleaning-camera-inspection,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-sewer-cleaning-camera-inspection,Sewer Cleaning & Camera Inspection,sewer-cleaning-camera-inspection,core_service,inspection_diagnostics,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/breckenridge-hills/sewer-cleaning-camera-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-sewer-line-locating,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-sewer-line-locating,Sewer Line Locating,sewer-line-locating,core_service,locating,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/breckenridge-hills/sewer-line-locating/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-drain-cleaning,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-drain-cleaning,Drain Cleaning,drain-cleaning,core_service,cleaning,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/breckenridge-hills/drain-cleaning/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-pre-purchase-sewer-inspection,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-pre-purchase-sewer-inspection,Pre-Purchase Sewer Inspection,pre-purchase-sewer-inspection,derived_service,inspection_diagnostics,launch,existing_use_case_promoted_to_standalone_page,full_on_residential_real_estate_locations,supported_by_existing_camera_service,derived_high_intent,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/breckenridge-hills/pre-purchase-sewer-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-recurring-sewer-backup-diagnosis,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-recurring-sewer-backup-diagnosis,Recurring Sewer Backup Diagnosis,recurring-sewer-backup-diagnosis,derived_service,inspection_diagnostics,launch_candidate,existing_use_case_promoted_to_standalone_page,full_on_residential_property_management_locations,supported_by_existing_combined_service,derived_high_intent,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/breckenridge-hills/recurring-sewer-backup-diagnosis/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-preventative-sewer-maintenance,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-preventative-sewer-maintenance,Preventative Sewer Maintenance,preventative-sewer-maintenance,derived_service,maintenance,launch_candidate,existing_maintenance_use_case_promoted_to_standalone_page,selective,supported_by_existing_cleaning_and_hydro_jetting,derived_high_intent,selective_candidate,selective_candidate,selective,/st-louis-mo/breckenridge-hills/preventative-sewer-maintenance/,Service registry marks this derived service for selective rather than automatic full-matrix expansion.
st-louis-mo::breckenridge-hills::svc-independent-sewer-second-opinion,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-independent-sewer-second-opinion,Independent Sewer Inspection / Second Opinion,independent-sewer-inspection-second-opinion,derived_service,inspection_diagnostics,phase_2_candidate,existing_brand_differentiator_promoted_to_standalone_page,selective,supported_by_existing_brand_positioning,derived_high_intent,selective_candidate,selective_candidate,selective,/st-louis-mo/breckenridge-hills/independent-sewer-inspection-second-opinion/,Service registry marks this derived service for selective rather than automatic full-matrix expansion.
st-louis-mo::breckenridge-hills::svc-stl-sewer-lateral-inspection-reporting,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-stl-sewer-lateral-inspection-reporting,Sewer Lateral Inspection & Municipal Reporting,sewer-lateral-inspection-reporting,market_specific_service,inspection_diagnostics,launch,market_specific_existing_capability,selective_st_louis_only,confirmed_market_specific_capability,market_specific,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/breckenridge-hills/sewer-lateral-inspection-reporting/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::breckenridge-hills::svc-commercial-sewer-camera-inspection,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-commercial-sewer-camera-inspection,Commercial Sewer Camera Inspection,sewer-camera-inspection,commercial_service,inspection_diagnostics,launch,commercial_expansion_from_confirmed_core_capability,full_on_commercial_eligible_locations,capability_confirmed_commercial_packaging_requires_validation,commercial,selective_low_commercial_fit,selective_candidate,selective,/st-louis-mo/breckenridge-hills/commercial/sewer-camera-inspection/,"Commercial relationship retained, but the location lacks a strong commercial-priority signal."
st-louis-mo::breckenridge-hills::svc-commercial-sewer-cleaning,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-commercial-sewer-cleaning,Commercial Sewer Cleaning,sewer-cleaning,commercial_service,cleaning,launch,commercial_expansion_from_confirmed_core_capability,full_on_commercial_eligible_locations,capability_confirmed_commercial_packaging_requires_validation,commercial,selective_low_commercial_fit,selective_candidate,selective,/st-louis-mo/breckenridge-hills/commercial/sewer-cleaning/,"Commercial relationship retained, but the location lacks a strong commercial-priority signal."
st-louis-mo::breckenridge-hills::svc-commercial-hydro-jetting,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-commercial-hydro-jetting,Commercial Hydro Jetting,hydro-jetting,commercial_service,cleaning,launch,explicit_existing_commercial_use_case,full_on_commercial_eligible_locations,supported_by_current_hydro_jetting_page,commercial,selective_low_commercial_fit,selective_candidate,selective,/st-louis-mo/breckenridge-hills/commercial/hydro-jetting/,"Commercial relationship retained, but the location lacks a strong commercial-priority signal."
st-louis-mo::breckenridge-hills::svc-commercial-drain-cleaning,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-commercial-drain-cleaning,Commercial Drain Cleaning,drain-cleaning,commercial_service,cleaning,launch,commercial_expansion_from_confirmed_core_capability,full_on_commercial_eligible_locations,capability_confirmed_commercial_packaging_requires_validation,commercial,selective_low_commercial_fit,selective_candidate,selective,/st-louis-mo/breckenridge-hills/commercial/drain-cleaning/,"Commercial relationship retained, but the location lacks a strong commercial-priority signal."
st-louis-mo::breckenridge-hills::svc-commercial-sewer-line-locating,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-commercial-sewer-line-locating,Commercial Sewer Line Locating,sewer-line-locating,commercial_service,locating,phase_2_candidate,commercial_expansion_from_confirmed_core_capability,selective,capability_confirmed_commercial_packaging_requires_validation,commercial,selective_low_commercial_fit,selective_candidate,selective,/st-louis-mo/breckenridge-hills/commercial/sewer-line-locating/,"Commercial relationship retained, but the location lacks a strong commercial-priority signal."
st-louis-mo::breckenridge-hills::svc-commercial-preventative-maintenance,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-commercial-preventative-maintenance,Commercial Preventative Sewer & Drain Maintenance,preventative-maintenance,commercial_service,maintenance,launch,explicit_existing_commercial_maintenance_use_case,full_on_commercial_eligible_locations,supported_by_current_hydro_jetting_positioning,commercial,selective_low_commercial_fit,selective_candidate,selective,/st-louis-mo/breckenridge-hills/commercial/preventative-maintenance/,"Commercial relationship retained, but the location lacks a strong commercial-priority signal."
st-louis-mo::breckenridge-hills::svc-commercial-grease-sludge-removal,st-louis-mo,Breckenridge Hills,breckenridge-hills,/st-louis-mo/breckenridge-hills/,municipality_or_community,,Central County,2,phase_2_candidate,"residential, real_estate",selective,selective,candidate_from_source_research,svc-commercial-grease-sludge-removal,Commercial Grease & Sludge Removal,grease-sludge-removal,commercial_service,cleaning,phase_2_candidate,existing_hydro_jetting_use_case_promoted_to_specialization,selective,supported_by_current_hydro_jetting_capability,commercial,selective_low_commercial_fit,selective_candidate,selective,/st-louis-mo/breckenridge-hills/commercial/grease-sludge-removal/,"Commercial relationship retained, but the location lacks a strong commercial-priority signal."
st-louis-mo::byrnes-mill::svc-sewer-camera-inspection,st-louis-mo,Byrnes Mill,byrnes-mill,/st-louis-mo/byrnes-mill/,municipality_or_community,,South County / Jefferson County,2,phase_2_candidate,"residential, property_management",selective,selective,candidate_from_source_research,svc-sewer-camera-inspection,Sewer Camera Inspection,sewer-camera-inspection,core_service,inspection_diagnostics,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/byrnes-mill/sewer-camera-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::byrnes-mill::svc-sewer-cleaning,st-louis-mo,Byrnes Mill,byrnes-mill,/st-louis-mo/byrnes-mill/,municipality_or_community,,South County / Jefferson County,2,phase_2_candidate,"residential, property_management",selective,selective,candidate_from_source_research,svc-sewer-cleaning,Sewer Cleaning,sewer-cleaning,core_service,cleaning,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/byrnes-mill/sewer-cleaning/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::byrnes-mill::svc-hydro-jetting,st-louis-mo,Byrnes Mill,byrnes-mill,/st-louis-mo/byrnes-mill/,municipality_or_community,,South County / Jefferson County,2,phase_2_candidate,"residential, property_management",selective,selective,candidate_from_source_research,svc-hydro-jetting,Hydro Jetting,hydro-jetting,core_service,cleaning,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/byrnes-mill/hydro-jetting/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::byrnes-mill::svc-sewer-cleaning-camera-inspection,st-louis-mo,Byrnes Mill,byrnes-mill,/st-louis-mo/byrnes-mill/,municipality_or_community,,South County / Jefferson County,2,phase_2_candidate,"residential, property_management",selective,selective,candidate_from_source_research,svc-sewer-cleaning-camera-inspection,Sewer Cleaning & Camera Inspection,sewer-cleaning-camera-inspection,core_service,inspection_diagnostics,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/byrnes-mill/sewer-cleaning-camera-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::byrnes-mill::svc-sewer-line-locating,st-louis-mo,Byrnes Mill,byrnes-mill,/st-louis-mo/byrnes-mill/,municipality_or_community,,South County / Jefferson County,2,phase_2_candidate,"residential, property_management",selective,selective,candidate_from_source_research,svc-sewer-line-locating,Sewer Line Locating,sewer-line-locating,core_service,locating,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/byrnes-mill/sewer-line-locating/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::byrnes-mill::svc-drain-cleaning,st-louis-mo,Byrnes Mill,byrnes-mill,/st-louis-mo/byrnes-mill/,municipality_or_community,,South County / Jefferson County,2,phase_2_candidate,"residential, property_management",selective,selective,candidate_from_source_research,svc-drain-cleaning,Drain Cleaning,drain-cleaning,core_service,cleaning,launch,established_existing_service,full,confirmed,core,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/byrnes-mill/drain-cleaning/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::byrnes-mill::svc-pre-purchase-sewer-inspection,st-louis-mo,Byrnes Mill,byrnes-mill,/st-louis-mo/byrnes-mill/,municipality_or_community,,South County / Jefferson County,2,phase_2_candidate,"residential, property_management",selective,selective,candidate_from_source_research,svc-pre-purchase-sewer-inspection,Pre-Purchase Sewer Inspection,pre-purchase-sewer-inspection,derived_service,inspection_diagnostics,launch,existing_use_case_promoted_to_standalone_page,full_on_residential_real_estate_locations,supported_by_existing_camera_service,derived_high_intent,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/byrnes-mill/pre-purchase-sewer-inspection/,Location is a Phase 2 candidate and the service relationship is eligible.
st-louis-mo::byrnes-mill::svc-recurring-sewer-backup-diagnosis,st-louis-mo,Byrnes Mill,byrnes-mill,/st-louis-mo/byrnes-mill/,municipality_or_community,,South County / Jefferson County,2,phase_2_candidate,"residential, property_management",selective,selective,candidate_from_source_research,svc-recurring-sewer-backup-diagnosis,Recurring Sewer Backup Diagnosis,recurring-sewer-backup-diagnosis,derived_service,inspection_diagnostics,launch_candidate,existing_use_case_promoted_to_standalone_page,full_on_residential_property_management_locations,supported_by_existing_combined_service,derived_high_intent,phase_2_candidate,phase_2_candidate,phase_2,/st-louis-mo/byrnes-mill/recurring-sewer-backup-diagnosis/,Location is a Phase 2 candidate and the service relationship is eligible.
